M2,free_energy
0.0031057217306344675,1.6317181781612424
0.009317165136042114,1.9309644358377098
0.015528608541449761,3.047013051853048
0.02174005194685741,3.7308188495194985
0.027951495352265057,3.2025225086229168
0.034162938757672706,3.034247822791591
0.04037438216308035,2.998128244418282
0.046585825568488,2.461973336901412
0.052797268973895646,2.370186275181716
0.059008712379303295,1.8836232707888931
0.06522015578471094,1.9413004447845108
0.07143159919011859,1.6453945654806101
0.07764304259552623,1.4459699133854556
0.08385448600093387,1.4423048816145054
0.09006592940634153,1.5866359810161876
0.09627737281174917,1.3962761894468954
0.10248881621715683,1.0363562296260322
0.10870025962256447,1.024600807112397
0.11491170302797213,0.9192842339291989
0.12112314643337976,1.1289287231897749
0.1273345898387874,1.2862626107222899
0.13354603324419506,1.2309477884437134
0.1397574766496027,0.945614953227548
0.14596892005501033,0.8951274841048398
0.15218036346041797,0.9280714536342916
0.15839180686582563,1.0645184636348288
0.1646032502712333,1.202742791898208
0.17081469367664093,0.8805703297537817
0.17702613708204856,0.4356250635427037
0.18323758048745623,0.37856388087128456
0.1894490238928639,0.3974306194225983
0.19566046729827152,0.6389549660106013
0.20187191070367916,0.4357205170692844
0.2080833541090868,0.26159135015727863
0.21429479751449446,0.38555965763271405
0.22050624091990212,0.6571195788853417
0.22671768432530975,0.7370877492887982
0.2329291277307174,0.6181543856550762
0.23914057113612505,0.5495166385228969
0.24535201454153271,0.7249424399499087
0.25156345794694035,0.6941207975685044
0.25777490135234804,0.5589043955091577
0.2639863447577556,0.39043898364212115
0.2701977881631633,0.016309405625878348
0.276409231568571,0.0
0.2826206749739786,0.07454141374391599
0.28883211837938627,0.46347952989264485
0.29504356178479385,1.1571704075741243
0.30125500519020154,2.2776499501222243
0.30746644859560923,4.036623560408428
0.3136778920010168,6.307586673939056
0.3198893354064245,9.305921351831435
0.32610077881183214,13.16205191671005
0.33231222221723977,17.528707871288354
0.33852366562264746,22.556689107353186
0.34473510902805504,28.366957025236985
0.35094655243346273,nan
0.35715799583887037,nan
0.363369439244278,nan
0.3695808826496857,nan
0.3757923260550933,nan
0.38200376946050096,nan
0.38821521286590865,nan
0.39442665627131623,nan
