L,Z,m2,phase,epsilon,n_lf,trajectory_length,tempering_replicas,mass_span,swap_every,block,sweeps,acceptance_min,acceptance_mean,acceptance_max,zero_slots,swap_acceptance_min,swap_acceptance_median,unused_edges,M_low,M_target,M_high,rms_displacement,round_trips,exchange_rounds,round_trip_walker_fraction,low_endpoint_walker_fraction,high_endpoint_walker_fraction,seconds
32,-0.6000000238418579,-1.85764,disordered,0.0065,37,0.2405,33,0.2,1,1,256,0.046875,0.6805160984848485,0.9375,0,0.484375,0.734375,0,0.028674239292740822,0.01721790060400963,0.010900318622589111,0.5028657,0,256,0.0,0.30303030303030304,0.09090909090909091,8.006203904
32,-0.6000000238418579,-1.85764,disordered,0.0065,37,0.2405,33,0.2,1,2,512,0.953125,0.9706439393939394,0.984375,0,0.5546875,0.744140625,0,-0.06054433807730675,0.009525028057396412,0.02053370326757431,0.5297457,0,512,0.0,0.45454545454545453,0.09090909090909091,1.325193948
32,-0.6000000238418579,-1.85764,disordered,0.0065,37,0.2405,33,0.2,1,3,768,0.9453125,0.9679214015151515,0.984375,0,0.625,0.75,0,0.002256961539387703,-0.017299912869930267,0.043926168233156204,0.53669924,0,768,0.0,0.5454545454545454,0.09090909090909091,1.339720625
32,-0.6000000238418579,-1.85764,disordered,0.0065,37,0.2405,33,0.2,1,4,1024,0.9453125,0.9680397727272727,0.984375,0,0.6640625,0.7548828125,0,-0.07535046339035034,-0.007527697831392288,0.007210904732346535,0.5399356,1,1024,0.030303030303030304,0.5454545454545454,0.09090909090909091,1.339986959
32,-0.6000000238418579,-1.85764,disordered,0.0065,37,0.2405,33,0.2,1,5,1280,0.953125,0.9723011363636364,0.9921875,0,0.675,0.75859375,0,-0.040018387138843536,-0.0411234088242054,0.018371332436800003,0.54202414,1,1280,0.030303030303030304,0.5757575757575758,0.12121212121212122,1.324089225
32,-0.6000000238418579,-1.85764,disordered,0.0065,37,0.2405,33,0.2,1,6,1536,0.94921875,0.9669744318181818,0.984375,0,0.67578125,0.7545572916666667,0,-0.02880958467721939,-0.040221020579338074,0.034011732786893845,0.5437567,1,1536,0.030303030303030304,0.5757575757575758,0.15151515151515152,1.337039527
32,-0.6000000238418579,-1.85764,disordered,0.0065,37,0.2405,33,0.2,1,7,1792,0.9296875,0.9693418560606061,0.984375,0,0.6886160714285714,0.7594866071428572,0,0.047661229968070984,0.08575086295604706,-0.03371688723564148,0.54503524,1,1792,0.030303030303030304,0.6060606060606061,0.21212121212121213,1.33950713
32,-0.6000000238418579,-1.85764,disordered,0.0065,37,0.2405,33,0.2,1,8,2048,0.9375,0.9676846590909091,0.99609375,0,0.69921875,0.7587890625,0,0.09989207983016968,-0.05712995305657387,0.01190914399921894,0.54699105,1,2048,0.030303030303030304,0.6363636363636364,0.21212121212121213,1.338839536
32,-0.6000000238418579,-1.85764,ordered,0.0065,37,0.2405,33,0.2,1,1,256,0.08203125,0.6536458333333334,0.88671875,0,0.4609375,0.7109375,0,0.6986560225486755,0.5256650447845459,0.4827874004840851,0.28120595,0,256,0.0,0.36363636363636365,0.030303030303030304,1.324024973
32,-0.6000000238418579,-1.85764,ordered,0.0065,37,0.2405,33,0.2,1,2,512,0.04296875,0.8924005681818182,0.98046875,0,0.2890625,0.728515625,0,0.6720987558364868,0.5385205745697021,0.495552659034729,0.29843104,0,512,0.0,0.36363636363636365,0.06060606060606061,1.323401563
32,-0.6000000238418579,-1.85764,ordered,0.0065,37,0.2405,33,0.2,1,3,768,0.54296875,0.95703125,0.99609375,0,0.28125,0.7330729166666667,0,0.5663455128669739,0.5325963497161865,0.4817218780517578,0.3076347,0,768,0.0,0.48484848484848486,0.06060606060606061,1.342093037
32,-0.6000000238418579,-1.85764,ordered,0.0065,37,0.2405,33,0.2,1,4,1024,0.94140625,0.9689867424242424,1.0,0,0.40625,0.740234375,0,0.5519665479660034,0.5135421752929688,0.48963212966918945,0.3108573,0,1024,0.0,0.5454545454545454,0.09090909090909091,1.388353865
32,-0.6000000238418579,-1.85764,ordered,0.0065,37,0.2405,33,0.2,1,5,1280,0.94921875,0.9686316287878788,0.98828125,0,0.4984375,0.7398437499999999,0,0.5670071840286255,0.5348509550094604,0.4762321412563324,0.31262034,0,1280,0.0,0.5454545454545454,0.12121212121212122,1.57466087
32,-0.6000000238418579,-1.85764,ordered,0.0065,37,0.2405,33,0.2,1,6,1536,0.9375,0.9676846590909091,0.98828125,0,0.5377604166666666,0.7369791666666667,0,0.5647250413894653,0.5316754579544067,0.4496467113494873,0.31815112,1,1536,0.030303030303030304,0.5757575757575758,0.12121212121212122,1.332112828
32,-0.6000000238418579,-1.85764,ordered,0.0065,37,0.2405,33,0.2,1,7,1792,0.94921875,0.9695785984848485,0.98828125,0,0.5770089285714286,0.7349330357142857,0,0.5664665699005127,0.5172454118728638,0.45773500204086304,0.3227822,1,1792,0.030303030303030304,0.6666666666666666,0.12121212121212122,1.336943987
32,-0.6000000238418579,-1.85764,ordered,0.0065,37,0.2405,33,0.2,1,8,2048,0.93359375,0.9720643939393939,0.984375,0,0.6025390625,0.736328125,0,0.5700576305389404,0.5251650214195251,0.4426453709602356,0.32547984,1,2048,0.030303030303030304,0.6666666666666666,0.15151515151515152,1.368201394
