L,Z,m2,phase,epsilon,n_lf,trajectory_length,tempering_replicas,mass_span,swap_every,block,sweeps,acceptance_min,acceptance_mean,acceptance_max,zero_slots,swap_acceptance_min,swap_acceptance_median,unused_edges,M_low,M_target,M_high,rms_displacement,round_trips,exchange_rounds,round_trip_walker_fraction,low_endpoint_walker_fraction,high_endpoint_walker_fraction,seconds
32,-0.7699999809265137,-2.11798,disordered,0.0065,37,0.2405,17,0.2,1,1,512,0.453125,0.8619025735294118,0.96875,0,0.37109375,0.52734375,0,0.01925046369433403,-0.0249488428235054,0.005452437326312065,0.58405495,0,512,0.0,0.5882352941176471,0.058823529411764705,8.184043136
32,-0.7699999809265137,-2.11798,disordered,0.0065,37,0.2405,17,0.2,1,2,1024,0.9609375,0.970703125,0.984375,0,0.40234375,0.544921875,0,-0.0005409177392721176,-0.011832140386104584,-0.024710746482014656,0.5909064,0,1024,0.0,0.6470588235294118,0.17647058823529413,1.443039886
32,-0.7699999809265137,-2.11798,disordered,0.0065,37,0.2405,17,0.2,1,3,1536,0.953125,0.9657628676470589,0.98046875,0,0.4674479166666667,0.556640625,0,0.015459632501006126,0.011151302605867386,-0.0025155190378427505,0.5958102,0,1536,0.0,0.7647058823529411,0.23529411764705882,1.457800147
32,-0.7699999809265137,-2.11798,disordered,0.0065,37,0.2405,17,0.2,1,4,2048,0.955078125,0.9709329044117647,0.978515625,0,0.484375,0.560546875,0,0.037594273686409,-0.02442149445414543,0.040031012147665024,0.5967128,2,2048,0.11764705882352941,0.7647058823529411,0.4117647058823529,1.424443362
32,-0.7699999809265137,-2.11798,disordered,0.0065,37,0.2405,17,0.2,1,5,2560,0.953125,0.9694393382352942,0.98046875,0,0.50703125,0.5625,0,-0.0732806846499443,-0.07028663903474808,0.03849443048238754,0.59809613,2,2560,0.11764705882352941,0.8235294117647058,0.4117647058823529,1.436420431
32,-0.7699999809265137,-2.11798,disordered,0.0065,37,0.2405,17,0.2,1,6,3072,0.951171875,0.9696691176470589,0.98046875,0,0.5162760416666666,0.5651041666666666,0,0.035148583352565765,-0.020694386214017868,0.0346892774105072,0.6000043,3,3072,0.17647058823529413,0.8823529411764706,0.5294117647058824,1.432704225
32,-0.7699999809265137,-2.11798,disordered,0.0065,37,0.2405,17,0.2,1,7,3584,0.95703125,0.9716222426470589,0.9765625,0,0.5150669642857143,0.5588727678571429,0,-0.08125174045562744,-0.005484090652316809,-0.04632585123181343,0.59887546,3,3584,0.17647058823529413,0.8823529411764706,0.5882352941176471,1.43856889
32,-0.7699999809265137,-2.11798,disordered,0.0065,37,0.2405,17,0.2,1,8,4096,0.958984375,0.9684053308823529,0.978515625,0,0.513671875,0.554443359375,0,0.007782485336065292,-0.011296046897768974,0.025014247745275497,0.6017221,4,4096,0.23529411764705882,0.8823529411764706,0.5882352941176471,1.433696735
32,-0.7699999809265137,-2.11798,ordered,0.0065,37,0.2405,17,0.2,1,1,512,0.439453125,0.7855009191176471,0.900390625,0,0.31640625,0.498046875,0,0.6237236857414246,0.5948110222816467,0.5549730062484741,0.28558624,0,512,0.0,0.6470588235294118,0.17647058823529413,1.436775514
32,-0.7699999809265137,-2.11798,ordered,0.0065,37,0.2405,17,0.2,1,2,1024,0.9453125,0.9711626838235294,0.990234375,0,0.404296875,0.5107421875,0,0.626023530960083,0.5952472686767578,0.5565077066421509,0.29049522,0,1024,0.0,0.7058823529411765,0.17647058823529413,1.432165625
32,-0.7699999809265137,-2.11798,ordered,0.0065,37,0.2405,17,0.2,1,3,1536,0.951171875,0.9710477941176471,0.984375,0,0.453125,0.51171875,0,0.6153700947761536,0.592597246170044,0.5562297701835632,0.29512632,0,1536,0.0,0.7058823529411765,0.17647058823529413,1.440546085
32,-0.7699999809265137,-2.11798,ordered,0.0065,37,0.2405,17,0.2,1,4,2048,0.955078125,0.9695542279411765,0.98046875,0,0.4521484375,0.5087890625,0,0.627480149269104,0.5998604893684387,0.5411297082901001,0.29761112,1,2048,0.058823529411764705,0.7058823529411765,0.17647058823529413,1.43305045
32,-0.7699999809265137,-2.11798,ordered,0.0065,37,0.2405,17,0.2,1,5,2560,0.953125,0.9677159926470589,0.984375,0,0.43671875,0.515625,0,0.6238040328025818,0.5975961089134216,0.5539973378181458,0.3023628,2,2560,0.11764705882352941,0.7647058823529411,0.23529411764705882,1.480642215
32,-0.7699999809265137,-2.11798,ordered,0.0065,37,0.2405,17,0.2,1,6,3072,0.958984375,0.9695542279411765,0.990234375,0,0.4283854166666667,0.5152994791666667,0,0.6284946203231812,0.5994004011154175,0.5148347020149231,0.30994105,2,3072,0.11764705882352941,0.7647058823529411,0.23529411764705882,1.65384462
32,-0.7699999809265137,-2.11798,ordered,0.0065,37,0.2405,17,0.2,1,7,3584,0.9609375,0.96875,0.986328125,0,0.4213169642857143,0.5150669642857143,0,0.6290898323059082,0.592719554901123,0.5134632587432861,0.31193402,2,3584,0.11764705882352941,0.7647058823529411,0.23529411764705882,1.424138434
32,-0.7699999809265137,-2.11798,ordered,0.0065,37,0.2405,17,0.2,1,8,4096,0.958984375,0.9696691176470589,0.978515625,0,0.42578125,0.513916015625,0,0.6257124543190002,0.6063570976257324,0.49282121658325195,0.31748092,2,4096,0.11764705882352941,0.7647058823529411,0.23529411764705882,1.465617696
