L,Z,m2,n_lf,eps,tau,probe_acceptance,acceptance_mean,acceptance_min,acceptance_max,iat_M2_median,iat_Q_median,robust_limiting_iat,ess_per_1000_force,seconds,samples,chains
32,-0.6,-1.85764,4,0.020701756577579226,0.0828070263103169,0.7529166666666667,0.7512291666666667,0.7485833333333334,0.7555833333333334,438.10825137885,772.3770664409365,849.3953652743094,0.14716350607779885,12.34248005,12000,4
