L,Z,m2,n_lf,eps,tau,probe_acceptance,acceptance_mean,acceptance_min,acceptance_max,iat_M2_median,iat_Q_median,robust_limiting_iat,ess_per_1000_force,seconds,samples,chains
18,-0.6,-1.85764,6,0.026560366072807717,0.1593621964368463,0.7470833333333333,0.7474166666666666,0.7440833333333333,0.75075,484.9075814107583,237.6852213611301,484.9075814107583,0.17185405328349124,4.734035112,12000,4
