L,Z,m2,n_lf,eps,tau,probe_acceptance,acceptance_mean,acceptance_min,acceptance_max,iat_M2_median,iat_Q_median,robust_limiting_iat,ess_per_1000_force,seconds,samples,chains
18,-0.6,-1.85764,4,0.028773729912208362,0.11509491964883345,0.75875,0.7431666666666666,0.7346666666666667,0.7483333333333333,841.8064605036782,146.62313456735828,841.8064605036782,0.1484901884991578,4.071310823,12000,4
18,-0.6,-1.85764,6,0.028773729912208362,0.17264237947325017,0.6959375,0.7022916666666666,0.69575,0.70975,341.59405718469907,236.85799997540278,377.03254559289655,0.22102424394766454,6.08108663,12000,4
